id_wizyty	id_klienta	id_fryzjera	id_uslugi	termin
1205	K138	F12	Z23	2023-02-01 08:00
1206	K014	F13	Z01	2023-05-19 12:00
1207	K267	F16	Z16	2023-04-10 08:00
1208	K261	F05	Z20	2023-03-04 11:00
1209	K103	F14	Z17	2023-01-06 08:00
1210	K384	F17	Z29	2023-03-15 16:00
1211	K215	F16	Z09	2023-04-03 11:00
1212	K279	F02	Z38	2023-02-13 14:00
1213	K340	F13	Z40	2023-05-02 15:00
1214	K250	F03	Z16	2023-02-01 11:00
1215	K037	F11	Z33	2023-04-18 11:00
1216	K150	F17	Z25	2023-04-06 13:00
1217	K089	F11	Z19	2023-04-24 16:00
1218	K162	F13	Z08	2023-06-26 15:00
1219	K157	F15	Z39	2023-04-03 15:00
1220	K289	F18	Z44	2023-02-22 08:00
1221	K036	F06	Z48	2023-01-12 19:00
1222	K062	F08	Z02	2023-03-15 19:00
1223	K029	F13	Z15	2023-05-14 11:00
1224	K092	F02	Z18	2023-05-13 16:00
1225	K213	F11	Z32	2023-04-24 18:00
