data	nazwa_obszaru	masa [kg]	zawartosc [%]
2036-09-07	Tharsis	14,4	0,0
2036-09-08	Iapygia	14,5	0,0
2036-09-09	Phoenicis Lacus	18,4	10,1
2036-09-10	Memnonia	29,8	0,0
2036-09-11	Coprates	27,3	18,6
2036-09-12	Mare Boreum	22,7	0,0
2036-09-13	Iapygia	27,3	18,4
2036-09-14	Memnonia	12,9	0,0
2036-09-15	Tharsis	24,3	1,9
2036-09-16	Memnonia	20,6	14,6
2036-09-17	Amenthes	24,2	0,0
2036-09-18	Iapygia	15,2	0,0
2036-09-19	Syrtis Major	27,3	2,5
2036-09-20	Syrtis Major	28,0	0,0
2036-09-21	Hellas	16,1	0,0
2036-09-22	Tharsis	18,8	16,9
2036-09-23	Iapygia	13,2	10,4
2036-09-24	Amenthes	17,9	3,5
2036-09-25	Coprates	18,3	16,7
2036-09-26	Lunae Palus	25,7	2,0
2036-09-27	Iapygia	29,2	31,5
2036-09-28	Coprates	21,5	0,0
2036-09-29	Amazonis	29,5	12,2
2036-09-30	Coprates	17,7	10,1
2036-10-01	Tharsis	26,7	1,2
2036-10-02	Iapygia	13,3	0,5
2036-10-03	Coprates	13,4	23,4
2036-10-04	Amazonis	22,1	17,7
2036-10-05	Mare Acidalium	11,4	0,0
2036-10-06	Phoenicis Lacus	26,0	4,9
2036-10-07	Phoenicis Lacus	27,8	6,7
2036-10-08	Coprates	29,3	1,7
2036-10-09	Aeolis	24,7	2,5
2036-10-10	Cebrenia	16,6	0,1
2036-10-11	Memnonia	27,5	0,0
2036-10-12	Phoenicis Lacus	22,7	0,0
2036-10-13	Sinus Sabaeus	20,1	10,5
2036-10-14	Coprates	16,1	8,1
2036-10-15	Coprates	13,9	0,0
2036-10-16	Sinus Sabaeus	22,3	0,0
2036-10-17	Arcadia	13,0	0,0
2036-10-18	Amazonis	16,2	0,0
2036-10-19	Arabia	24,8	0,0
2036-10-20	Eridania	29,7	0,0
2036-10-21	Iapygia	17,6	14,7
2036-10-22	Iapygia	10,4	27,7
2036-10-23	Phoenicis Lacus	17,0	1,1
2036-10-24	Memnonia	15,7	5,9
2036-10-25	Tharsis	23,8	4,3
2036-10-26	Amazonis	16,2	8,7
2036-10-27	Amenthes	23,3	5,8
2036-10-28	Coprates	18,7	1,1
2036-10-29	Lunae Palus	27,9	2,6
2036-10-30	Memnonia	19,8	0,0
2036-10-31	Amazonis	16,7	3,5
2036-11-01	Aeolis	28,6	0,0
2036-11-02	Iapygia	10,8	32,9
2036-11-03	Memnonia	12,8	0,0
2036-11-04	Arcadia	17,6	0,0
2036-11-05	Mare Acidalium	24,1	0,0
2036-11-06	Amazonis	11,4	18,2
2036-11-07	Mare Boreum	21,9	5,4
2036-11-08	Arcadia	16,8	1,6
2036-11-09	Noachis	26,0	0,0
2036-11-10	Amazonis	20,2	10,0
2036-11-11	Tharsis	20,3	37,8
2036-11-12	Coprates	27,5	20,8
2036-11-13	Tharsis	24,2	2,9
2036-11-14	Amazonis	10,7	14,3
2036-11-15	Tharsis	17,3	0,0
2036-11-16	Amazonis	13,5	21,1
2036-11-17	Noachis	13,6	6,0
2036-11-18	Amenthes	19,9	0,0
2036-11-19	Memnonia	13,1	10,2
2036-11-20	Margaritifer Sinus	29,8	1,9
2036-11-21	Thaumasia	23,7	0,3
2036-11-22	Tharsis	14,0	0,0
2036-11-23	Diacria	19,0	0,5
2036-11-24	Mare Tyrrhenum	23,9	0,5
2036-11-25	Tharsis	12,8	26,7
2036-11-26	Coprates	26,9	4,5
2036-11-27	Arcadia	10,6	0,0
2036-11-28	Amazonis	21,1	10,6
2036-11-29	Noachis	11,7	9,9
2036-11-30	Ismenius Lacus	20,5	3,7
2036-12-01	Tharsis	27,4	10,4
2036-12-02	Iapygia	15,8	10,2
2036-12-03	Tharsis	19,6	0,0
2036-12-04	Iapygia	16,9	48,4
2036-12-05	Tharsis	12,2	0,0
2036-12-06	Iapygia	16,6	14,1
2036-12-07	Amazonis	27,6	0,0
2036-12-08	Phoenicis Lacus	24,8	0,0
2036-12-09	Iapygia	23,1	29,8
2036-12-10	Casius	12,4	6,1
2036-12-11	Tharsis	13,9	21,5
2036-12-12	Elysium	16,6	4,7
2036-12-13	Eridania	17,7	14,0
2036-12-14	Amazonis	19,0	1,7
2036-12-15	Coprates	29,9	0,0
2036-12-16	Tharsis	23,7	31,4
2036-12-17	Iapygia	25,4	0,0
2036-12-18	Memnonia	24,3	15,8
2036-12-19	Coprates	10,8	0,0
2036-12-20	Iapygia	19,0	9,1
2036-12-21	Phoenicis Lacus	27,8	15,2
2036-12-22	Coprates	28,8	0,0
2036-12-23	Amenthes	12,6	0,8
2036-12-24	Amenthes	20,7	0,0
2036-12-25	Tharsis	19,4	19,3
2036-12-26	Iapygia	24,3	8,8
2036-12-27	Tharsis	21,2	36,0
2036-12-28	Amenthes	28,4	0,0
2036-12-29	Casius	17,1	5,4
2036-12-30	Iapygia	24,4	23,8
2036-12-31	Memnonia	18,5	6,0
2037-01-01	Tharsis	24,1	21,5
2037-01-02	Mare Acidalium	17,9	5,4
2037-01-03	Mare Acidalium	15,8	7,4
2037-01-04	Diacria	19,6	0,3
2037-01-05	Tharsis	17,7	0,0
2037-01-06	Casius	19,9	4,7
2037-01-07	Amenthes	10,6	4,8
2037-01-08	Tharsis	25,6	17,4
2037-01-09	Mare Boreum	22,4	7,7
2037-01-10	Ismenius Lacus	14,5	3,8
2037-01-11	Mare Boreum	15,0	4,2
2037-01-12	Eridania	24,0	11,5
2037-01-13	Aeolis	20,7	2,9
2037-01-14	Thaumasia	13,5	0,7
2037-01-15	Tharsis	23,7	13,1
2037-01-16	Iapygia	12,1	36,0
2037-01-17	Eridania	21,8	10,9
2037-01-18	Mare Acidalium	17,4	0,0
2037-01-19	Noachis	15,6	0,0
2037-01-20	Eridania	13,7	0,0
2037-01-21	Iapygia	24,7	16,2
2037-01-22	Phoenicis Lacus	25,3	14,2
2037-01-23	Phoenicis Lacus	18,4	0,0
2037-01-24	Arabia	10,2	0,0
2037-01-25	Phaethontis	26,9	0,0
2037-01-26	Ismenius Lacus	28,2	0,0
2037-01-27	Coprates	15,9	0,0
2037-01-28	Iapygia	19,7	0,0
2037-01-29	Coprates	16,0	0,0
2037-01-30	Noachis	20,8	0,0
2037-01-31	Aeolis	12,5	0,0
2037-02-01	Phoenicis Lacus	12,7	2,4
2037-02-02	Memnonia	23,5	11,5
2037-02-03	Arabia	17,8	1,8
2037-02-04	Amazonis	11,0	0,0
2037-02-05	Sinus Sabaeus	21,3	5,2
2037-02-06	Coprates	19,6	8,1
2037-02-07	Amazonis	25,7	4,2
2037-02-08	Iapygia	20,9	28,6
2037-02-09	Tharsis	26,4	3,2
2037-02-10	Tharsis	26,5	13,1
2037-02-11	Ismenius Lacus	11,7	0,0
2037-02-12	Sinus Sabaeus	24,7	0,3
2037-02-13	Mare Boreum	24,4	9,6
2037-02-14	Tharsis	19,0	28,8
2037-02-15	Iapygia	13,7	19,3
2037-02-16	Iapygia	28,9	20,4
2037-02-17	Elysium	25,2	0,0
2037-02-18	Amazonis	15,4	9,0
2037-02-19	Oxia Palus	24,1	0,3
2037-02-20	Mare Acidalium	27,7	0,0
2037-02-21	Amazonis	19,6	21,1
2037-02-22	Aeolis	29,0	3,2
2037-02-23	Hellas	10,3	0,7
2037-02-24	Iapygia	11,0	40,2
2037-02-25	Amazonis	28,6	0,6
2037-02-26	Lunae Palus	22,5	1,0
2037-02-27	Sinus Sabaeus	19,6	0,0
2037-02-28	Thaumasia	19,9	0,0
2037-03-01	Noachis	21,7	9,4
2037-03-02	Sinus Sabaeus	15,3	0,0
2037-03-03	Phoenicis Lacus	20,9	12,4
2037-03-04	Amenthes	17,0	0,0
2037-03-05	Noachis	25,8	1,4
2037-03-06	Casius	19,1	2,5
2037-03-07	Eridania	24,6	12,5
2037-03-08	Phoenicis Lacus	22,6	15,4
2037-03-09	Mare Boreum	18,3	4,7
2037-03-10	Coprates	25,5	0,0
2037-03-11	Memnonia	26,6	0,0
2037-03-12	Coprates	19,8	14,9
2037-03-13	Arcadia	23,7	0,9
2037-03-14	Argyre	23,5	1,0
2037-03-15	Amenthes	18,8	7,8
2037-03-16	Noachis	18,7	10,0
2037-03-17	Tharsis	28,3	21,8
2037-03-18	Mare Acidalium	10,6	6,4
2037-03-19	Iapygia	26,2	19,2
2037-03-20	Eridania	25,3	8,7
2037-03-21	Mare Acidalium	21,6	1,0
2037-03-22	Tharsis	24,9	23,5
2037-03-23	Phoenicis Lacus	27,7	11,5
2037-03-24	Tharsis	12,3	0,0
2037-03-25	Elysium	10,2	0,8
2037-03-26	Iapygia	23,1	0,0
2037-03-27	Memnonia	11,3	0,0
2037-03-28	Tharsis	29,5	10,4
2037-03-29	Phoenicis Lacus	19,7	0,0
2037-03-30	Amenthes	27,9	3,4
2037-03-31	Iapygia	17,4	34,2
2037-04-01	Lunae Palus	23,0	0,0
2037-04-02	Margaritifer Sinus	27,6	0,0
2037-04-03	Mare Acidalium	11,6	0,0
2037-04-04	Elysium	24,2	5,0
2037-04-05	Noachis	13,2	2,3
2037-04-06	Coprates	27,0	0,7
2037-04-07	Noachis	23,9	6,2
2037-04-08	Tharsis	16,8	17,6
2037-04-09	Tharsis	28,5	15,2
2037-04-10	Phaethontis	25,2	1,9
2037-04-11	Iapygia	24,9	6,8
2037-04-12	Sinus Sabaeus	14,7	5,7
2037-04-13	Iapygia	12,2	14,1
2037-04-14	Mare Boreum	24,2	8,0
2037-04-15	Mare Acidalium	28,7	0,0
2037-04-16	Iapygia	28,5	0,0
2037-04-17	Coprates	29,3	23,3
2037-04-18	Iapygia	13,3	4,9
2037-04-19	Iapygia	22,6	0,7
2037-04-20	Elysium	19,3	3,0
2037-04-21	Ismenius Lacus	17,9	5,1
2037-04-22	Elysium	16,7	0,3
2037-04-23	Elysium	22,0	0,0
2037-04-24	Mare Boreum	21,2	5,9
2037-04-25	Amazonis	20,6	4,6
2037-04-26	Tharsis	29,4	9,2
2037-04-27	Coprates	21,3	0,0
2037-04-28	Mare Boreum	20,1	2,2
2037-04-29	Iapygia	12,7	5,6
2037-04-30	Amazonis	28,9	0,0
2037-05-01	Tharsis	24,4	28,7
2037-05-02	Iapygia	10,8	0,0
2037-05-03	Iapygia	18,4	0,0
2037-05-04	Tharsis	23,3	10,7
2037-05-05	Phoenicis Lacus	27,9	14,8
2037-05-06	Sinus Sabaeus	24,7	9,0
2037-05-07	Tharsis	14,3	22,0
2037-05-08	Phaethontis	26,2	2,0
2037-05-09	Oxia Palus	21,5	0,4
2037-05-10	Iapygia	12,8	0,0
2037-05-11	Mare Boreum	24,6	3,0
2037-05-12	Casius	22,6	1,6
2037-05-13	Eridania	27,3	9,3
2037-05-14	Tharsis	10,8	22,2
2037-05-15	Lunae Palus	12,0	5,3
2037-05-16	Coprates	28,1	0,0
2037-05-17	Amazonis	16,1	9,0
2037-05-18	Memnonia	29,0	1,6
2037-05-19	Amazonis	23,6	16,0
2037-05-20	Tharsis	11,6	32,0
2037-05-21	Phoenicis Lacus	15,9	5,5
2037-05-22	Arcadia	28,3	6,0
2037-05-23	Sinus Sabaeus	16,6	11,3
2037-05-24	Mare Acidalium	25,2	6,4
2037-05-25	Iapygia	29,5	26,1
2037-05-26	Memnonia	13,3	7,3
2037-05-27	Lunae Palus	19,5	3,4
2037-05-28	Syrtis Major	11,9	1,7
2037-05-29	Arabia	29,5	5,1
2037-05-30	Tharsis	25,1	0,0
2037-05-31	Mare Acidalium	15,1	0,0
2037-06-01	Phaethontis	19,7	1,7
2037-06-02	Tharsis	25,6	0,0
2037-06-03	Amazonis	25,0	18,8
2037-06-04	Aeolis	11,5	0,0
2037-06-05	Iapygia	23,8	7,3
2037-06-06	Tharsis	25,3	14,7
2037-06-07	Iapygia	22,6	42,2
2037-06-08	Arabia	18,1	3,3
2037-06-09	Tharsis	17,8	0,0
2037-06-10	Iapygia	25,1	25,5
2037-06-11	Memnonia	12,0	0,0
2037-06-12	Iapygia	23,2	0,0
2037-06-13	Noachis	16,0	7,9
2037-06-14	Phoenicis Lacus	26,5	20,2
2037-06-15	Mare Australe	28,9	0,3
2037-06-16	Iapygia	26,6	0,0
2037-06-17	Coprates	13,1	19,9
2037-06-18	Iapygia	21,5	33,4
2037-06-19	Hellas	25,7	0,0
2037-06-20	Tharsis	11,8	23,0
2037-06-21	Syrtis Major	12,6	0,7
2037-06-22	Casius	26,2	0,3
2037-06-23	Ismenius Lacus	29,1	5,0
2037-06-24	Mare Acidalium	18,9	7,5
2037-06-25	Amazonis	10,5	7,3
2037-06-26	Aeolis	15,1	6,0
2037-06-27	Coprates	27,8	8,3
2037-06-28	Oxia Palus	11,7	0,4
2037-06-29	Iapygia	10,5	36,9
2037-06-30	Amenthes	21,0	7,1
2037-07-01	Argyre	17,4	3,7
2037-07-02	Memnonia	21,9	7,6
2037-07-03	Memnonia	26,0	4,6
2037-07-04	Tharsis	12,2	19,3
2037-07-05	Ismenius Lacus	22,4	0,3
2037-07-06	Mare Acidalium	18,6	7,2
2037-07-07	Iapygia	17,1	0,0
2037-07-08	Tharsis	25,1	24,3
2037-07-09	Amazonis	10,4	22,2
2037-07-10	Memnonia	28,9	0,0
2037-07-11	Hellas	24,1	0,0
2037-07-12	Tharsis	23,2	22,1
2037-07-13	Eridania	24,1	9,3
2037-07-14	Iapygia	14,6	0,0
2037-07-15	Elysium	17,7	0,0
2037-07-16	Noachis	20,1	11,5
2037-07-17	Ismenius Lacus	27,5	0,0
2037-07-18	Coprates	10,9	9,0
2037-07-19	Argyre	27,6	3,2
2037-07-20	Tharsis	24,5	15,3
2037-07-21	Lunae Palus	10,8	0,0
2037-07-22	Tharsis	28,7	27,2
2037-07-23	Mare Boreum	21,5	0,6
2037-07-24	Argyre	20,1	0,8
2037-07-25	Tharsis	21,3	14,6
2037-07-26	Casius	20,2	6,9
2037-07-27	Eridania	16,8	7,6
2037-07-28	Noachis	26,5	2,5
2037-07-29	Coprates	18,9	0,0
2037-07-30	Elysium	22,9	1,2
2037-07-31	Tharsis	11,3	32,7
2037-08-01	Eridania	13,0	1,7
2037-08-02	Ismenius Lacus	18,3	2,5
2037-08-03	Coprates	10,2	14,3
2037-08-04	Amazonis	14,5	10,5
2037-08-05	Arabia	12,3	7,4
2037-08-06	Eridania	17,0	16,9
2037-08-07	Amenthes	17,5	0,0
2037-08-08	Cebrenia	28,4	0,0
2037-08-09	Tharsis	13,1	36,6
2037-08-10	Coprates	16,6	6,6
2037-08-11	Tharsis	20,2	0,0
2037-08-12	Coprates	26,4	11,9
2037-08-13	Iapygia	11,8	0,0
2037-08-14	Lunae Palus	19,5	6,4
2037-08-15	Tharsis	12,0	13,3
2037-08-16	Mare Acidalium	16,3	7,5
2037-08-17	Lunae Palus	22,8	2,7
2037-08-18	Iapygia	16,2	43,3
2037-08-19	Argyre	11,5	3,1
2037-08-20	Eridania	13,5	0,0
2037-08-21	Lunae Palus	16,2	6,4
2037-08-22	Iapygia	18,5	24,9
2037-08-23	Tharsis	10,9	0,0
2037-08-24	Lunae Palus	23,9	4,5
2037-08-25	Amazonis	20,2	0,0
2037-08-26	Coprates	23,3	0,0
2037-08-27	Eridania	26,3	2,2
2037-08-28	Eridania	20,3	16,6
2037-08-29	Iapygia	11,1	38,0
2037-08-30	Amenthes	10,7	1,2
2037-08-31	Margaritifer Sinus	21,8	0,0
2037-09-01	Coprates	29,7	2,5
2037-09-02	Iapygia	21,7	16,1
2037-09-03	Iapygia	26,0	47,6
2037-09-04	Coprates	18,0	5,3
2037-09-05	Argyre	15,8	3,6
2037-09-06	Arcadia	14,1	6,8
2037-09-07	Argyre	22,3	1,8
2037-09-08	Tharsis	22,2	0,0
2037-09-09	Noachis	23,8	0,0
2037-09-10	Arabia	10,0	8,1
2037-09-11	Argyre	23,8	0,0
2037-09-12	Aeolis	13,4	2,6
2037-09-13	Argyre	17,0	1,5
2037-09-14	Noachis	25,5	0,0
2037-09-15	Arabia	19,7	0,0
2037-09-16	Iapygia	22,8	10,7
2037-09-17	Oxia Palus	25,5	0,0
2037-09-18	Iapygia	16,8	2,2
2037-09-19	Aeolis	25,3	2,5
2037-09-20	Syrtis Major	26,3	0,4
2037-09-21	Eridania	21,9	7,0
2037-09-22	Eridania	11,2	0,0
2037-09-23	Phoenicis Lacus	10,6	5,2
2037-09-24	Sinus Sabaeus	17,7	1,0
2037-09-25	Coprates	19,9	0,0
2037-09-26	Iapygia	25,1	42,1
2037-09-27	Mare Boreum	18,5	0,3
2037-09-28	Iapygia	25,5	25,3
2037-09-29	Iapygia	12,8	0,0
2037-09-30	Tharsis	23,6	34,3
2037-10-01	Phoenicis Lacus	13,1	2,0
2037-10-02	Aeolis	23,0	0,0
2037-10-03	Eridania	13,0	15,8
2037-10-04	Mare Boreum	19,5	8,0
2037-10-05	Coprates	19,2	0,0
2037-10-06	Amenthes	28,3	1,1
2037-10-07	Iapygia	18,1	0,0
2037-10-08	Tharsis	17,5	13,3
2037-10-09	Noachis	26,7	12,9
2037-10-10	Tharsis	26,6	0,0
2037-10-11	Mare Acidalium	12,2	1,8
2037-10-12	Coprates	27,4	4,8
2037-10-13	Eridania	24,9	1,6
2037-10-14	Casius	21,4	5,5
2037-10-15	Mare Australe	14,1	0,0
2037-10-16	Syrtis Major	15,4	2,1
2037-10-17	Eridania	27,7	0,0
2037-10-18	Iapygia	15,5	43,4
2037-10-19	Coprates	26,8	0,0
2037-10-20	Eridania	23,1	9,1
2037-10-21	Noachis	22,8	12,9
2037-10-22	Iapygia	17,2	0,0
2037-10-23	Iapygia	29,3	6,1
2037-10-24	Eridania	19,5	14,2
2037-10-25	Tharsis	28,1	9,4
2037-10-26	Amazonis	21,1	12,0
2037-10-27	Coprates	23,8	13,3
2037-10-28	Argyre	19,4	2,2
2037-10-29	Coprates	25,8	17,1
2037-10-30	Coprates	30,0	6,3
2037-10-31	Iapygia	11,0	0,0
2037-11-01	Tharsis	27,2	0,0
2037-11-02	Coprates	18,3	8,4
2037-11-03	Syrtis Major	14,0	2,5
2037-11-04	Coprates	26,2	6,9
2037-11-05	Phoenicis Lacus	25,5	8,4
2037-11-06	Memnonia	23,1	11,4
2037-11-07	Sinus Sabaeus	21,3	2,8
2037-11-08	Sinus Sabaeus	16,3	7,6
2037-11-09	Arabia	23,7	7,6
2037-11-10	Memnonia	24,8	0,0
2037-11-11	Phaethontis	21,7	1,0
2037-11-12	Iapygia	16,7	21,0
2037-11-13	Aeolis	22,3	0,1
2037-11-14	Arcadia	13,6	0,0
2037-11-15	Syrtis Major	11,8	2,1
2037-11-16	Amazonis	11,1	0,0
2037-11-17	Eridania	11,2	15,0
2037-11-18	Aeolis	19,1	0,0
2037-11-19	Iapygia	11,1	46,3
2037-11-20	Memnonia	15,1	6,2
2037-11-21	Phoenicis Lacus	21,7	0,0
2037-11-22	Aeolis	19,7	0,2
2037-11-23	Coprates	17,5	2,2
2037-11-24	Noachis	18,8	11,3
2037-11-25	Diacria	19,6	0,3
2037-11-26	Amazonis	24,4	22,0
2037-11-27	Aeolis	10,5	0,1
2037-11-28	Mare Boreum	23,5	0,0
2037-11-29	Casius	19,2	0,0
2037-11-30	Noachis	11,0	0,0
2037-12-01	Amazonis	10,4	0,0
2037-12-02	Coprates	11,9	9,0
2037-12-03	Arabia	23,1	2,0
2037-12-04	Tharsis	18,6	17,2
2037-12-05	Noachis	21,8	12,3
2037-12-06	Arabia	27,7	7,4
2037-12-07	Tharsis	23,2	24,0
2037-12-08	Tharsis	25,8	16,1
2037-12-09	Amenthes	19,8	6,6
2037-12-10	Memnonia	11,2	7,5
2037-12-11	Iapygia	15,7	0,0
2037-12-12	Diacria	23,6	0,6
2037-12-13	Ismenius Lacus	27,5	5,3
2037-12-14	Amenthes	17,3	0,0
2037-12-15	Tharsis	11,2	32,7
2037-12-16	Amazonis	17,8	0,0
2037-12-17	Iapygia	16,9	41,8
2037-12-18	Amazonis	18,3	0,0
2037-12-19	Lunae Palus	12,2	0,0
2037-12-20	Eridania	21,2	0,0
2037-12-21	Iapygia	19,6	48,2
2037-12-22	Mare Boreum	15,6	0,6
2037-12-23	Arcadia	12,5	5,9
2037-12-24	Sinus Sabaeus	29,3	0,0
2037-12-25	Memnonia	24,6	0,0
2037-12-26	Mare Boreum	21,2	3,1
2037-12-27	Iapygia	12,7	38,1
2037-12-28	Aeolis	20,6	5,2
2037-12-29	Sinus Sabaeus	28,3	0,0
2037-12-30	Tharsis	15,1	22,6
2037-12-31	Phoenicis Lacus	24,8	10,5
2038-01-01	Margaritifer Sinus	16,9	1,2
2038-01-02	Margaritifer Sinus	23,4	0,0
2038-01-03	Coprates	10,5	22,2
2038-01-04	Iapygia	16,2	0,0
2038-01-05	Oxia Palus	29,7	0,3
2038-01-06	Iapygia	12,8	0,0
2038-01-07	Ismenius Lacus	19,1	1,7
2038-01-08	Amazonis	27,7	0,0
2038-01-09	Arabia	22,0	5,9
2038-01-10	Noachis	19,6	2,7
2038-01-11	Ismenius Lacus	16,0	0,3
2038-01-12	Amenthes	14,0	1,3
2038-01-13	Phoenicis Lacus	29,5	3,3
2038-01-14	Coprates	12,2	0,0
2038-01-15	Amazonis	15,0	7,4
2038-01-16	Elysium	10,4	2,0
2038-01-17	Tharsis	18,6	4,6
2038-01-18	Memnonia	23,7	7,2
2038-01-19	Amenthes	27,2	0,0
2038-01-20	Phoenicis Lacus	11,3	18,8
2038-01-21	Coprates	22,1	0,0
2038-01-22	Sinus Sabaeus	11,0	0,0
2038-01-23	Tharsis	14,7	0,0
2038-01-24	Tharsis	10,4	14,4
2038-01-25	Argyre	29,6	2,8
2038-01-26	Memnonia	11,3	7,2
2038-01-27	Elysium	22,4	0,0
2038-01-28	Tharsis	19,6	28,7
2038-01-29	Noachis	28,5	12,9
2038-01-30	Argyre	10,9	0,0
2038-01-31	Eridania	13,4	15,7
2038-02-01	Tharsis	27,3	0,0
2038-02-02	Mare Boreum	23,6	0,0
2038-02-03	Coprates	26,5	20,3
2038-02-04	Mare Boreum	23,6	6,5
2038-02-05	Amazonis	22,4	13,3
2038-02-06	Memnonia	22,0	15,5
2038-02-07	Casius	10,8	0,4
2038-02-08	Phoenicis Lacus	21,6	0,0
2038-02-09	Ismenius Lacus	10,1	0,0
2038-02-10	Amazonis	29,0	12,6
2038-02-11	Ismenius Lacus	16,4	3,7
2038-02-12	Tharsis	13,5	38,5
2038-02-13	Arabia	18,1	3,0
2038-02-14	Coprates	20,4	11,7
2038-02-15	Phoenicis Lacus	29,6	0,9
2038-02-16	Mare Tyrrhenum	11,4	0,6
2038-02-17	Amazonis	28,8	14,1
2038-02-18	Iapygia	11,8	42,4
2038-02-19	Coprates	11,5	10,1
2038-02-20	Eridania	13,6	8,4
2038-02-21	Hellas	14,1	0,7
2038-02-22	Tharsis	19,4	32,7
2038-02-23	Phaethontis	28,5	0,0
2038-02-24	Tharsis	23,7	12,2
2038-02-25	Elysium	21,7	0,0
2038-02-26	Noachis	13,3	0,0
2038-02-27	Mare Boreum	14,4	0,0
2038-02-28	Amazonis	28,5	21,5
2038-03-01	Tharsis	20,5	0,0
2038-03-02	Iapygia	11,4	39,0
2038-03-03	Mare Boreum	12,5	0,0
2038-03-04	Phoenicis Lacus	16,6	4,6
2038-03-05	Phoenicis Lacus	10,6	11,3
2038-03-06	Coprates	27,9	16,1
2038-03-07	Iapygia	11,1	28,2
2038-03-08	Coprates	21,5	12,8
2038-03-09	Noachis	28,4	4,6
2038-03-10	Mare Acidalium	18,1	5,9
2038-03-11	Elysium	25,3	0,0
2038-03-12	Mare Boreum	15,6	10,6
2038-03-13	Tharsis	19,9	0,0
2038-03-14	Coprates	24,7	14,7
2038-03-15	Aeolis	21,9	5,6
2038-03-16	Arabia	18,0	6,2
2038-03-17	Mare Australe	24,5	0,6
2038-03-18	Ismenius Lacus	10,9	0,0
2038-03-19	Arcadia	11,3	2,7
2038-03-20	Iapygia	13,2	30,0
2038-03-21	Ismenius Lacus	18,7	4,7
2038-03-22	Ismenius Lacus	12,1	1,5
2038-03-23	Phoenicis Lacus	11,9	1,3
2038-03-24	Arcadia	17,7	2,6
2038-03-25	Margaritifer Sinus	25,9	0,8
2038-03-26	Noachis	27,7	0,0
2038-03-27	Eridania	13,3	13,3
2038-03-28	Tharsis	11,7	4,9
2038-03-29	Arcadia	26,5	4,5
2038-03-30	Casius	18,7	2,3
2038-03-31	Mare Acidalium	11,7	6,0
2038-04-01	Tharsis	27,5	22,6
2038-04-02	Casius	27,4	0,0
2038-04-03	Amazonis	14,8	0,0
2038-04-04	Lunae Palus	26,2	0,0
2038-04-05	Phoenicis Lacus	12,9	17,9
2038-04-06	Syrtis Major	12,5	0,0
2038-04-07	Argyre	12,3	0,0
2038-04-08	Amenthes	19,4	0,0
2038-04-09	Phoenicis Lacus	20,9	0,0
2038-04-10	Mare Boreum	10,4	0,0
2038-04-11	Amazonis	22,2	2,5
2038-04-12	Iapygia	16,8	0,0
2038-04-13	Tharsis	21,7	33,3
2038-04-14	Amazonis	10,2	16,6
2038-04-15	Iapygia	16,5	0,0
2038-04-16	Oxia Palus	29,1	0,5
2038-04-17	Amazonis	17,8	0,0
2038-04-18	Iapygia	10,0	0,0
2038-04-19	Mare Boreum	15,5	8,6
2038-04-20	Iapygia	15,3	21,4
2038-04-21	Sinus Sabaeus	23,7	0,0
2038-04-22	Amazonis	26,1	12,5
2038-04-23	Amazonis	13,4	0,0
2038-04-24	Amenthes	17,8	3,7
2038-04-25	Argyre	13,0	2,7
2038-04-26	Coprates	28,2	0,0
2038-04-27	Iapygia	23,0	0,0
2038-04-28	Coprates	21,5	0,0
2038-04-29	Memnonia	22,3	0,0
2038-04-30	Iapygia	28,2	0,0
2038-05-01	Argyre	11,9	3,4
2038-05-02	Memnonia	20,9	7,5
2038-05-03	Mare Tyrrhenum	18,4	0,2
2038-05-04	Iapygia	27,8	35,9
2038-05-05	Tharsis	20,7	14,7
2038-05-06	Amenthes	13,0	0,0
2038-05-07	Tharsis	29,4	0,0
2038-05-08	Noachis	19,8	13,9
2038-05-09	Amazonis	10,9	17,0
2038-05-10	Iapygia	27,3	15,8
2038-05-11	Tharsis	16,4	0,0
2038-05-12	Phoenicis Lacus	28,0	9,7
2038-05-13	Coprates	17,4	6,6
2038-05-14	Ismenius Lacus	25,7	0,7
2038-05-15	Tharsis	20,1	11,0
2038-05-16	Tharsis	17,9	0,0
2038-05-17	Amazonis	10,7	6,4
2038-05-18	Mare Boreum	20,4	0,0
2038-05-19	Sinus Sabaeus	25,4	1,0
2038-05-20	Ismenius Lacus	10,9	0,2
2038-05-21	Casius	18,5	0,5
2038-05-22	Iapygia	14,8	50,3
2038-05-23	Memnonia	28,5	0,7
2038-05-24	Hellas	19,4	0,0
2038-05-25	Aeolis	20,7	4,7
2038-05-26	Arcadia	25,7	0,0
2038-05-27	Tharsis	21,4	0,0
2038-05-28	Iapygia	19,2	0,0
2038-05-29	Memnonia	19,4	14,2
2038-05-30	Tharsis	24,2	1,9
2038-05-31	Coprates	27,7	19,5
2038-06-01	Amenthes	16,9	4,1
2038-06-02	Tharsis	11,8	0,0
2038-06-03	Sinus Sabaeus	15,7	9,4
2038-06-04	Noachis	14,2	0,0
2038-06-05	Phoenicis Lacus	18,1	13,1
2038-06-06	Tharsis	21,9	27,5
2038-06-07	Iapygia	28,0	2,1
2038-06-08	Eridania	14,2	7,0
2038-06-09	Eridania	11,1	0,0
2038-06-10	Arabia	11,8	6,0
2038-06-11	Phaethontis	26,8	0,9
2038-06-12	Iapygia	27,3	44,5
2038-06-13	Ismenius Lacus	14,3	3,7
2038-06-14	Amenthes	19,4	0,0
2038-06-15	Tharsis	26,5	0,0
2038-06-16	Tharsis	28,3	14,4
