nr_lazika	data_pomiaru	kod_obszaru	wspolrzedne	glebokosc	ilosc
61	2070-06-06	MC-30	78.34S, 41.73W	264	15109
72	2076-04-10	MC-17	12.98S, 107.00W	29	9985
28	2061-11-21	MC-30	69.37S, 81.09W	142	5812
61	2071-05-10	MC-30	87.87S, 33.33W	15	2880
88	2073-08-01	MC-19	24.96S, 19.39W	325	1138
7	2056-10-12	MC-04	56.95N, 33.91W	416	12605
91	2075-06-03	MC-01	83.53N, 133.05W	27	756
30	2059-10-04	MC-10	5.08N, 58.48W	292	6409
41	2069-06-21	MC-01	82.42N, 30.90E	11	3461
82	2069-11-04	MC-23	25.70S, 159.56E	14	5436
44	2070-12-03	MC-01	76.51N, 132.23E	20	1656
76	2073-06-18	MC-02	61.32N, 169.14W	32	629
59	2069-06-02	MC-28	43.29S, 111.21E	80	1010
58	2071-01-15	MC-30	71.50S, 11.73W	27	6205
2	2055-05-20	MC-14	6.50N, 117.19E	45	1656
19	2057-05-23	MC-07	38.76N, 172.01E	80	3167
23	2056-07-22	MC-17	3.76S, 133.40W	103	2461
98	2071-12-22	MC-30	68.21S, 103.82E	292	84631
85	2073-08-04	MC-22	27.33S, 97.07E	11	4731
52	2066-03-14	MC-08	25.22N, 142.07W	63	11382
2	2052-01-11	MC-15	23.13N, 139.95E	124	11382
76	2073-11-23	MC-02	48.54N, 169.92W	88	3461
38	2066-10-08	MC-01	83.33N, 119.44W	106	12605
32	2060-09-23	MC-25	47.96S, 111.50W	30	5076
99	2073-08-16	MC-12	14.95N, 27.07E	67	2461
63	2067-09-28	MC-30	66.72S, 103.14E	72	1788
14	2054-10-18	MC-11	20.60N, 16.84W	24	2880
92	2075-05-14	MC-01	77.88N, 67.38E	20	4076
43	2065-08-28	MC-18	27.59S, 86.76W	32	5436
26	2056-03-24	MC-28	45.37S, 84.16E	631	13527
2	2057-08-09	MC-14	1.19N, 131.42E	231	1920
60	2072-09-01	MC-26	51.55S, 18.11W	212	6618
86	2072-07-16	MC-01	75.09N, 103.35E	43	18486
14	2055-01-29	MC-11	11.62N, 12.31W	120	8791
36	2064-01-27	MC-08	8.69N, 171.25W	120	1788
93	2067-10-22	MC-03	41.46N, 104.79W	70	8000
26	2057-05-31	MC-28	36.19S, 62.15E	36	7279
100	2073-10-23	MC-30	67.88S, 168.15W	20	2188
83	2069-11-21	MC-06	59.03N, 91.18E	43	2739
10	2062-08-01	MC-19	25.83S, 34.98W	524	6832
35	2063-05-23	MC-17	12.41S, 102.86W	103	9670
17	2058-09-28	MC-14	14.26N, 110.08E	72	9366
75	2077-08-14	MC-22	29.87S, 121.20E	27	18486
44	2067-03-02	MC-07	42.69N, 121.36E	142	7052
34	2064-01-18	MC-06	34.48N, 115.42E	52	17718
10	2060-10-21	MC-18	11.14S, 70.50W	45	8791
47	2073-12-23	MC-11	18.75N, 36.58W	109	9670
71	2072-08-07	MC-24	54.24S, 137.52W	9	63326
94	2069-01-03	MC-29	41.20S, 137.51E	188	9985
76	2077-09-05	MC-01	70.37N, 170.83W	325	8000
56	2068-11-20	MC-26	40.47S, 50.20W	905	21171
39	2065-08-02	MC-29	43.35S, 173.45E	59	33322
78	2074-05-24	MC-16	13.77S, 158.48W	63	883
38	2065-07-20	MC-01	77.75N, 129.46W	137	5436
46	2066-09-20	MC-25	56.62S, 113.24W	157	21171
42	2068-04-15	MC-02	33.21N, 176.57W	905	7512
42	2071-09-23	MC-08	17.99N, 176.20W	231	8519
56	2073-06-02	MC-26	45.07S, 54.31W	365	10313
47	2071-05-12	MC-04	32.42N, 18.77W	52	3461
13	2054-07-30	MC-07	56.28N, 122.37E	54	9366
101	2072-11-23	MC-07	45.48N, 163.06E	103	6832
99	2070-12-31	MC-11	27.37N, 2.03W	416	1267
66	2069-09-08	MC-07	36.63N, 151.30E	307	883
54	2066-12-07	MC-14	23.31N, 130.99E	147	3764
37	2063-08-11	MC-22	1.34S, 123.70E	61	5255
9	2056-06-09	MC-19	28.72S, 20.00W	20	3313
89	2073-03-10	MC-25	50.24S, 105.43W	50	72463
44	2070-03-20	MC-01	75.79N, 119.68E	307	3461
2	2056-02-27	MC-22	4.73S, 113.69E	47	3612
47	2069-09-23	MC-11	5.97N, 1.98W	572	4902
55	2073-12-29	MC-07	54.29N, 150.07E	61	2054
39	2063-12-29	MC-24	40.70S, 179.32W	45	4398
27	2063-09-09	MC-30	87.27S, 79.82E	52	1267
77	2074-10-22	MC-28	42.09S, 107.07E	106	12605
69	2073-10-26	MC-01	77.76N, 178.78E	1057	18486
5	2060-04-08	MC-13	22.44N, 77.29E	175	5255
87	2073-05-25	MC-19	29.66S, 18.97W	163	18486
69	2075-11-16	MC-01	72.40N, 178.03W	163	9985
86	2072-05-13	MC-01	72.83N, 121.56E	152	4235
9	2058-01-09	MC-26	36.55S, 10.85W	70	14025
94	2072-01-25	MC-29	43.43S, 148.17E	36	31157
85	2073-05-25	MC-14	17.31N, 101.42E	252	4398
41	2069-01-25	MC-01	85.78N, 42.51E	54	3612
82	2072-01-14	MC-29	48.26S, 173.53E	59	72463
67	2070-11-04	MC-18	8.32S, 52.70W	152	3919
27	2058-07-03	MC-28	63.91S, 107.42E	59	15700
47	2075-11-19	MC-04	44.30N, 4.85W	152	45837
55	2070-04-19	MC-15	21.95N, 148.68E	36	4902
77	2076-08-01	MC-28	39.16S, 95.91E	41	13527
84	2071-01-07	MC-07	63.58N, 129.08E	39	5436
22	2056-03-20	MC-13	7.16N, 54.02E	77	6832
4	2057-11-12	MC-26	50.00S, 22.11W	204	63326
42	2064-08-09	MC-15	5.73N, 155.45E	72	3313
23	2054-12-02	MC-16	23.89S, 150.80W	80	6618
69	2077-06-22	MC-02	58.39N, 167.52W	106	2188
56	2073-01-21	MC-18	22.71S, 75.15W	791	2461
44	2071-10-17	MC-07	42.60N, 143.61E	103	31157
12	2058-03-26	MC-09	7.13N, 112.16W	80	1010
42	2071-06-10	MC-15	11.04N, 146.30E	54	7279
2	2054-01-19	MC-14	24.68N, 99.58E	88	7052
73	2073-08-20	MC-30	73.14S, 68.19W	75	16330
69	2073-12-23	MC-01	83.26N, 171.88E	389	13527
69	2076-12-11	MC-01	88.01N, 169.89W	157	29243
84	2071-10-16	MC-06	43.34N, 119.98E	48	5076
89	2077-12-17	MC-25	46.85S, 94.54W	93	3167
95	2072-02-03	MC-10	23.12N, 79.68W	90	10313
26	2059-07-12	MC-27	64.79S, 56.21E	96	6832
9	2058-06-26	MC-19	20.83S, 36.38W	59	7279
95	2069-02-10	MC-10	2.04N, 88.72W	175	5255
31	2062-09-23	MC-03	56.41N, 115.67W	30	6006
27	2057-09-10	MC-28	58.48S, 87.05E	25	18486
34	2064-06-26	MC-14	26.91N, 111.46E	11	5436
66	2073-07-07	MC-15	25.45N, 159.02E	29	7512
86	2072-10-04	MC-01	80.30N, 106.41E	106	63326
31	2066-11-05	MC-03	51.49N, 71.73W	48	1920
32	2064-06-14	MC-25	62.59S, 116.13W	133	19313
75	2073-12-13	MC-28	56.17S, 103.97E	85	5255
61	2071-07-13	MC-26	53.05S, 37.16W	75	6409
28	2061-12-18	MC-30	82.15S, 51.08W	36	24621
67	2069-10-27	MC-26	32.52S, 47.42W	212	15109
32	2062-08-20	MC-25	45.78S, 105.42W	15	17718
39	2066-12-21	MC-29	40.37S, 162.82E	152	8519
10	2061-01-11	MC-18	25.83S, 67.83W	63	3313
3	2051-12-12	MC-24	44.30S, 141.95W	277	11771
16	2055-05-24	MC-25	41.86S, 92.13W	9	3461
41	2070-11-12	MC-01	81.56N, 15.21E	72	14025
12	2056-10-05	MC-17	16.20S, 117.74W	72	2188
20	2059-09-12	MC-28	45.37S, 64.41E	133	9074
34	2063-02-03	MC-14	8.28N, 99.30E	212	4563
6	2053-02-20	MC-01	86.24N, 152.25E	11	1267
70	2070-10-20	MC-18	15.61S, 57.38W	75	2324
7	2057-01-06	MC-04	42.25N, 34.49W	204	3764
61	2072-02-04	MC-26	46.02S, 39.60W	17	24621
42	2065-12-03	MC-07	46.77N, 150.73E	34	3764
4	2053-08-26	MC-26	34.80S, 40.36W	39	16330
17	2056-07-09	MC-06	31.58N, 102.71E	702	17718
2	2057-01-23	MC-14	28.64N, 103.45E	152	4902
66	2074-04-26	MC-15	15.16N, 141.49E	196	3022
32	2060-05-07	MC-25	60.38S, 90.48W	572	23366
13	2054-02-18	MC-01	69.61N, 126.70E	17	12605
67	2069-03-10	MC-18	22.61S, 88.11W	19	11771
89	2077-03-04	MC-30	79.75S, 103.98W	75	29243
10	2059-03-15	MC-26	36.31S, 49.86W	100	26004
52	2073-08-13	MC-09	11.93N, 110.51W	133	8519
85	2072-09-05	MC-22	1.14S, 119.25E	791	2188
83	2070-07-08	MC-01	69.49N, 89.28E	188	3313
35	2062-04-15	MC-17	8.92S, 100.61W	85	4398
33	2061-11-21	MC-01	86.60N, 38.07E	1270	4731
52	2070-06-28	MC-08	25.48N, 138.79W	96	4235
61	2070-10-17	MC-30	75.84S, 18.52W	96	5812
56	2072-04-29	MC-25	48.67S, 81.83W	264	6205
87	2073-02-17	MC-26	39.50S, 25.67W	24	29243
32	2062-11-01	MC-25	36.98S, 117.91W	196	6006
41	2068-07-08	MC-01	68.50N, 33.17E	70	50510
99	2071-08-12	MC-05	37.73N, 33.35E	1057	756
89	2077-08-06	MC-30	77.09S, 111.51W	88	8519
9	2057-06-30	MC-19	9.83S, 20.76W	204	5622
5	2054-08-04	MC-13	7.03N, 58.14E	212	8255
66	2073-07-29	MC-07	31.22N, 138.88E	292	17000
76	2079-07-25	MC-07	63.28N, 161.05E	88	6618
46	2066-02-26	MC-25	60.14S, 113.68W	11	23366
42	2070-11-25	MC-15	13.70N, 176.76E	34	629
73	2073-07-14	MC-30	84.55S, 71.45W	482	15700
29	2061-10-11	MC-16	20.62S, 153.09W	59	10654
26	2057-03-13	MC-28	36.71S, 82.61E	14	7752
6	2055-02-03	MC-01	73.12N, 163.65E	25	3919
54	2066-10-09	MC-14	6.27N, 106.80E	169	1010
44	2068-09-29	MC-07	40.07N, 127.79E	124	24621
44	2067-04-21	MC-07	41.31N, 121.86E	106	7279
49	2068-11-18	MC-26	32.28S, 33.40W	39	9366
95	2071-04-28	MC-10	25.81N, 79.57W	11	2188
35	2065-02-02	MC-17	13.54S, 106.26W	106	4902
4	2053-12-15	MC-26	62.36S, 28.42W	61	35789
67	2070-02-12	MC-25	35.91S, 85.51W	47	24621
72	2076-01-08	MC-25	36.00S, 106.80W	292	24621
98	2074-06-20	MC-21	27.87S, 88.53E	572	1920
17	2058-02-02	MC-13	19.46N, 88.06E	85	12178
32	2065-03-21	MC-25	38.48S, 95.25W	65	5622
69	2070-07-11	MC-07	59.57N, 147.18E	48	8255
72	2073-03-01	MC-25	36.66S, 109.03W	19	2054
58	2070-01-12	MC-27	43.14S, 7.85E	50	8519
5	2052-11-15	MC-13	8.62N, 56.76E	181	7052
95	2068-03-08	MC-18	1.06S, 85.35W	365	1920
61	2071-01-13	MC-30	81.77S, 30.75W	204	11382
76	2077-02-19	MC-07	32.59N, 172.55E	12	9074
41	2067-06-23	MC-05	51.31N, 20.52E	100	13054
45	2067-12-12	MC-13	17.73N, 56.58E	22	6618
39	2065-08-13	MC-29	61.86S, 167.21E	12	8000
54	2069-12-08	MC-14	24.93N, 126.90E	59	3764
51	2066-01-27	MC-26	49.20S, 57.56W	264	26004
15	2055-06-30	MC-16	28.36S, 158.71W	14	4076
13	2054-09-30	MC-07	47.02N, 126.95E	416	19313
64	2067-10-01	MC-27	61.31S, 56.87E	277	1138
69	2070-03-20	MC-01	71.04N, 173.15E	416	5436
45	2067-06-02	MC-21	16.90S, 68.47E	344	1526
9	2060-04-16	MC-19	15.05S, 23.76W	163	8255
49	2067-09-02	MC-19	23.92S, 20.07W	57	4398
30	2059-08-31	MC-10	15.36N, 64.00W	175	1010
18	2059-04-02	MC-29	36.28S, 174.75E	147	12178
41	2064-02-15	MC-01	79.40N, 36.97E	188	13527
85	2071-11-18	MC-21	10.80S, 83.19E	188	5812
27	2056-03-22	MC-30	76.89S, 86.58E	181	1138
77	2074-02-04	MC-28	31.79S, 98.01E	12	9670
39	2065-12-08	MC-24	45.58S, 162.96W	63	1138
85	2072-08-16	MC-21	11.19S, 78.63E	277	2324
39	2064-05-15	MC-29	55.32S, 161.14E	47	3313
10	2057-06-21	MC-19	26.66S, 44.95W	65	11382
34	2065-04-24	MC-07	39.57N, 126.41E	137	2739
79	2075-06-09	MC-14	19.21N, 131.52E	212	9670
82	2070-06-30	MC-23	18.39S, 154.15E	75	2054
54	2067-11-07	MC-14	12.61N, 116.51E	29	3167
73	2072-10-31	MC-25	62.51S, 75.41W	34	24621
32	2061-09-21	MC-17	21.20S, 93.17W	67	2739
69	2071-10-10	MC-02	60.89N, 169.62W	137	5812
27	2062-09-24	MC-28	56.73S, 109.56E	137	38630
65	2068-11-26	MC-11	13.56N, 13.78W	389	629
72	2073-05-09	MC-24	43.68S, 126.98W	188	2054
27	2058-08-10	MC-30	82.13S, 107.72E	109	11382
5	2056-12-06	MC-21	20.85S, 76.45E	47	3612
98	2071-02-18	MC-28	51.43S, 86.95E	117	13054
66	2072-08-06	MC-07	36.08N, 139.35E	325	21171
4	2054-10-26	MC-26	35.21S, 4.43W	157	3313
49	2068-07-23	MC-19	20.23S, 20.61W	20	9074
1	2050-12-30	MC-06	40.01N, 70.29E	96	3612
36	2062-06-13	MC-08	24.66N, 166.27W	25	4076
99	2074-09-29	MC-11	25.29N, 8.35W	43	6618
85	2074-12-07	MC-22	10.74S, 118.63E	389	1138
47	2069-07-14	MC-12	9.34N, 7.36E	48	3919
39	2064-07-25	MC-29	44.30S, 175.09E	41	31157
97	2072-12-17	MC-01	71.85N, 34.03W	14	14551
67	2069-11-24	MC-26	37.99S, 50.93W	389	6618
50	2065-09-22	MC-15	19.31N, 151.82E	52	4731
65	2069-07-06	MC-19	12.45S, 9.38W	90	5255
76	2074-03-17	MC-02	49.86N, 169.82W	204	50510
22	2057-06-02	MC-20	4.13S, 31.33E	181	1267
31	2061-11-03	MC-03	44.62N, 74.12W	212	18486
69	2070-05-22	MC-07	62.01N, 164.60E	181	33322
22	2055-03-23	MC-21	3.37S, 62.55E	103	5255
42	2064-09-08	MC-08	24.72N, 178.69W	163	756
2	2053-11-06	MC-15	21.58N, 141.62E	157	6205
94	2071-01-05	MC-29	56.63S, 136.33E	96	1656
19	2057-12-10	MC-07	38.35N, 165.47E	45	4235
41	2067-08-16	MC-01	70.52N, 22.21E	196	21171
8	2054-08-24	MC-27	33.90S, 50.65E	128	11771
28	2060-02-25	MC-30	66.87S, 53.30W	241	2461
29	2059-09-05	MC-24	39.14S, 142.69W	80	17000
39	2067-12-23	MC-24	41.08S, 168.59W	50	1010
5	2055-11-21	MC-21	6.62S, 54.57E	157	5622
41	2067-12-22	MC-01	66.21N, 30.12E	50	4902
38	2062-11-13	MC-01	82.80N, 108.41W	292	8255
8	2056-04-21	MC-27	58.16S, 47.10E	133	15700
42	2071-04-23	MC-15	24.97N, 167.62E	41	9985
55	2067-09-06	MC-07	54.92N, 157.89E	106	7512
22	2056-12-12	MC-12	7.07N, 30.13E	152	629
27	2057-05-11	MC-30	70.39S, 84.10E	204	4235
79	2075-04-02	MC-14	19.66N, 120.23E	20	11011
55	2068-07-16	MC-15	21.69N, 163.20E	277	1788
27	2061-04-09	MC-30	71.90S, 110.99E	106	10654
39	2063-10-25	MC-24	47.71S, 167.17W	29	2054
4	2053-02-21	MC-26	45.98S, 18.91W	17	26004
27	2062-04-15	MC-28	62.03S, 87.28E	82	6618
28	2062-05-15	MC-30	77.38S, 73.17W	59	6409
17	2056-08-03	MC-13	13.82N, 76.55E	27	9985
42	2067-01-22	MC-07	36.75N, 168.78E	72	19313
44	2072-05-12	MC-01	84.86N, 121.12E	204	4731
25	2055-07-25	MC-24	48.34S, 158.23W	36	4398
38	2064-08-28	MC-01	86.79N, 121.90W	128	3167
45	2067-10-29	MC-13	15.10N, 49.72E	524	7052
99	2073-09-21	MC-04	51.02N, 5.21W	204	13527
76	2075-02-07	MC-15	26.39N, 153.96E	117	14551
44	2068-04-22	MC-01	85.51N, 121.02E	389	3612
60	2072-02-12	MC-26	44.79S, 34.95W	77	33322
92	2074-11-08	MC-05	60.54N, 49.90E	702	24621
36	2062-04-26	MC-08	27.38N, 163.62W	15	1010
83	2071-12-23	MC-06	45.15N, 67.54E	221	2188
76	2073-07-08	MC-08	27.78N, 173.82W	39	8000
98	2072-05-31	MC-21	29.32S, 70.03E	702	3461
42	2067-12-30	MC-15	12.62N, 172.27E	50	8791
39	2064-04-13	MC-24	47.25S, 159.31W	152	35789
90	2075-05-06	MC-30	67.71S, 160.69W	15	33322
100	2071-12-18	MC-30	68.88S, 161.08W	702	629
30	2060-12-15	MC-10	4.43N, 86.42W	93	4398
22	2055-10-08	MC-21	6.13S, 49.21E	231	3313
85	2071-07-27	MC-22	2.83S, 109.29E	524	2739
32	2067-12-09	MC-25	34.87S, 81.15W	572	7752
69	2074-11-01	MC-07	63.70N, 151.21E	96	41937
4	2055-01-30	MC-19	27.81S, 22.05W	77	8791
84	2070-09-10	MC-07	51.69N, 139.81E	142	29243
42	2068-08-07	MC-15	25.80N, 170.41E	307	3764
96	2068-07-30	MC-01	71.64N, 169.35W	142	31157
4	2053-08-06	MC-26	39.12S, 26.10W	12	16330
95	2073-06-04	MC-10	4.44N, 62.98W	120	2188
85	2075-05-09	MC-13	5.20N, 87.11E	175	1526
80	2069-03-09	MC-02	41.17N, 162.65W	181	3612
17	2056-05-07	MC-06	37.17N, 101.85E	52	24621
56	2075-02-26	MC-18	21.53S, 86.89W	524	10313
51	2065-04-08	MC-26	38.08S, 54.23W	175	4902
95	2073-08-19	MC-10	26.61N, 85.14W	128	3764
32	2063-07-21	MC-25	55.76S, 118.10W	9	38630
47	2071-03-07	MC-11	18.40N, 23.13W	47	4235
8	2055-12-31	MC-30	79.76S, 40.21E	15	3167
22	2055-01-25	MC-20	14.16S, 18.15E	292	8255
82	2071-10-06	MC-29	40.27S, 150.74E	231	9670
7	2057-03-25	MC-03	59.26N, 63.08W	50	21171
41	2070-09-05	MC-05	55.71N, 14.99E	196	756
44	2071-01-14	MC-01	68.47N, 109.06E	9	7752
88	2073-09-24	MC-19	16.04S, 20.74W	25	2188
41	2064-11-11	MC-05	63.16N, 51.26E	631	6409
35	2064-03-20	MC-17	17.84S, 107.94W	52	7052
17	2063-01-13	MC-06	41.06N, 84.44E	54	1010
69	2070-02-06	MC-01	88.09N, 175.07W	1270	1656
1	2051-02-20	MC-06	61.37N, 80.47E	32	629
43	2064-10-21	MC-17	22.76S, 98.57W	482	10313
85	2071-06-08	MC-14	6.35N, 119.47E	67	6409
56	2068-08-21	MC-18	29.11S, 64.12W	15	4563
11	2056-10-20	MC-26	59.74S, 29.43W	90	13527
80	2068-09-12	MC-02	42.19N, 166.67W	54	5436
44	2067-03-24	MC-01	86.02N, 150.93E	169	1010
5	2059-10-12	MC-20	15.49S, 43.99E	117	4563
44	2066-02-25	MC-01	69.89N, 110.92E	25	2324
5	2057-11-21	MC-21	13.22S, 82.01E	32	9074
78	2075-06-02	MC-16	10.22S, 175.76W	113	5076
37	2062-11-05	MC-22	3.68S, 124.14E	45	2054
92	2075-07-27	MC-01	76.41N, 68.01E	157	8000
69	2072-10-14	MC-01	73.43N, 172.96E	70	29243
28	2062-03-26	MC-30	71.37S, 45.27W	221	629
64	2069-10-25	MC-28	43.10S, 74.67E	45	3167
94	2070-04-30	MC-29	56.13S, 152.52E	36	8000
44	2065-06-19	MC-01	85.66N, 136.79E	61	12178
69	2070-12-25	MC-01	88.31N, 167.44E	292	3022
27	2057-11-26	MC-30	77.24S, 110.83E	52	72463
41	2068-08-19	MC-05	56.45N, 14.48E	43	883
97	2071-07-05	MC-01	69.02N, 11.00W	137	2188
83	2071-04-03	MC-06	57.16N, 70.51E	389	5076
53	2067-08-11	MC-24	48.69S, 167.00W	14	50510
12	2058-07-21	MC-17	3.43S, 113.93W	59	756
82	2069-05-15	MC-29	60.22S, 179.64E	1057	18486
63	2068-07-18	MC-30	66.69S, 120.35E	54	3919
44	2067-09-27	MC-07	59.23N, 154.13E	120	6618
98	2074-12-02	MC-22	27.99S, 101.14E	14	8791
28	2060-01-26	MC-26	45.91S, 46.37W	128	7052
36	2062-01-29	MC-16	16.03S, 163.45W	50	6205
39	2068-04-11	MC-29	53.65S, 175.12E	204	3167
86	2076-07-07	MC-07	57.18N, 145.00E	325	629
41	2066-10-13	MC-01	79.50N, 52.39E	133	883
95	2067-12-01	MC-10	12.29N, 72.06W	85	4902
28	2062-08-24	MC-26	53.53S, 48.57W	30	26004
45	2066-03-17	MC-13	2.64N, 62.36E	88	5076
31	2061-08-06	MC-03	55.03N, 72.14W	63	26004
18	2059-10-13	MC-29	36.78S, 146.16E	124	22220
61	2071-08-11	MC-26	46.06S, 25.09W	63	38630
99	2072-11-30	MC-05	52.07N, 22.73E	1057	31157
76	2074-01-17	MC-15	29.33N, 148.75E	292	6205
32	2063-02-12	MC-25	58.68S, 87.65W	54	6006
89	2078-05-21	MC-25	49.66S, 108.78W	103	2054
45	2066-06-21	MC-13	6.33N, 60.09E	59	6006
32	2064-09-09	MC-25	61.39S, 115.50W	19	2880
7	2054-06-11	MC-01	69.80N, 53.31W	181	41937
35	2062-10-15	MC-17	26.77S, 111.44W	41	7752
36	2063-05-14	MC-08	19.88N, 167.37W	75	2599
5	2054-09-09	MC-13	25.80N, 65.34E	63	1138
39	2067-01-16	MC-30	73.52S, 178.13E	702	2599
99	2074-12-12	MC-12	14.45N, 29.19E	631	4398
56	2073-03-15	MC-18	28.40S, 65.12W	48	13054
54	2069-07-13	MC-14	16.50N, 127.62E	416	1920
9	2059-11-29	MC-26	40.10S, 6.71W	36	629
10	2058-03-17	MC-26	42.98S, 32.77W	43	3313
10	2058-05-11	MC-26	45.83S, 50.06W	22	883
59	2069-10-25	MC-28	40.07S, 105.79E	15	5812
7	2055-09-25	MC-04	58.87N, 33.45W	142	3612
38	2065-01-27	MC-01	74.90N, 109.68W	39	84631
54	2068-05-17	MC-14	2.20N, 115.54E	212	1920
56	2068-02-26	MC-25	46.30S, 61.78W	169	4235
7	2054-12-16	MC-04	57.38N, 29.12W	113	4076
24	2054-12-19	MC-29	39.28S, 122.89E	212	2324
77	2074-12-14	MC-28	36.64S, 83.64E	37	6832
64	2067-10-22	MC-28	51.01S, 71.86E	15	6205
47	2076-05-18	MC-11	14.00N, 22.18W	277	3461
4	2058-04-24	MC-19	25.29S, 16.29W	20	3612
42	2066-08-18	MC-07	45.06N, 177.02E	29	4563
67	2069-05-31	MC-18	28.56S, 53.98W	572	14025
96	2068-10-16	MC-01	68.86N, 173.47E	32	7752
42	2068-11-22	MC-07	48.37N, 164.96E	188	16330
83	2072-08-25	MC-06	46.39N, 80.50E	204	5812
54	2068-01-21	MC-14	17.51N, 112.07E	163	883
55	2070-05-22	MC-07	40.98N, 144.58E	41	1920
75	2076-12-17	MC-28	58.50S, 118.40E	93	3612
66	2068-09-22	MC-15	21.89N, 168.72E	37	9985
67	2069-08-01	MC-18	29.61S, 56.34W	41	14551
10	2058-07-07	MC-25	43.00S, 72.79W	106	18486
11	2057-08-16	MC-30	76.47S, 18.99W	307	756
77	2075-11-24	MC-28	34.44S, 91.48E	152	1526
9	2055-10-04	MC-26	41.42S, 35.22W	344	3313
32	2065-05-18	MC-17	21.35S, 100.91W	252	11011
32	2066-11-15	MC-25	58.64S, 102.67W	117	4235
22	2054-10-22	MC-20	9.15S, 33.94E	152	4398
89	2075-08-08	MC-30	70.21S, 98.92W	41	17718
86	2076-07-30	MC-01	75.50N, 123.89E	67	10313
13	2054-11-10	MC-07	47.53N, 125.35E	109	2324
36	2062-08-28	MC-16	16.98S, 144.07W	252	2461
41	2067-07-17	MC-01	77.04N, 14.22E	1270	29243
93	2067-11-01	MC-03	43.00N, 91.70W	96	6832
4	2057-09-12	MC-26	40.59S, 18.72W	157	15700
96	2068-07-12	MC-01	77.26N, 178.97W	175	13527
52	2070-01-05	MC-09	25.25N, 105.03W	109	4563
72	2072-04-10	MC-25	43.37S, 114.10W	67	20205
24	2055-03-01	MC-29	37.60S, 142.78E	37	4731
86	2077-01-31	MC-01	84.46N, 106.67E	30	101649
52	2067-06-04	MC-16	5.54S, 140.70W	43	3919
75	2075-08-23	MC-28	37.19S, 94.73E	344	3919
28	2062-12-26	MC-30	68.63S, 62.75W	1270	20205
75	2077-02-28	MC-29	51.30S, 129.38E	47	27536
61	2074-01-29	MC-26	58.46S, 27.69W	72	4563
2	2056-11-14	MC-14	24.90N, 100.19E	416	12178
26	2056-07-18	MC-27	42.27S, 53.78E	72	1920
27	2056-01-22	MC-30	88.44S, 101.04E	482	9670
87	2073-08-21	MC-19	15.96S, 4.09W	24	1010
44	2068-07-28	MC-06	43.75N, 114.65E	133	31157
14	2056-01-01	MC-11	12.77N, 15.68W	80	3167
10	2060-12-16	MC-26	47.94S, 45.52W	17	9670
58	2070-10-12	MC-27	51.17S, 6.43E	221	27536
55	2071-10-24	MC-07	44.73N, 142.24E	120	16330
47	2074-04-07	MC-11	10.24N, 2.08W	221	3313
57	2068-12-23	MC-25	42.27S, 103.22W	365	33322
19	2059-03-18	MC-07	32.68N, 151.22E	57	8255
79	2074-05-15	MC-14	12.20N, 111.91E	277	1920
32	2065-07-17	MC-25	39.13S, 89.57W	77	4563
98	2071-06-18	MC-30	70.84S, 100.10E	82	29243
83	2070-04-07	MC-06	39.05N, 96.76E	57	11011
42	2071-08-30	MC-07	48.59N, 173.45E	631	4076
31	2061-09-27	MC-03	48.28N, 97.75W	34	6832
4	2054-01-20	MC-19	28.20S, 34.74W	113	756
17	2062-01-05	MC-13	23.14N, 86.44E	631	12178
44	2069-09-22	MC-01	77.73N, 131.47E	45	17000
55	2072-12-24	MC-14	22.67N, 133.02E	447	10654
55	2071-12-09	MC-14	26.29N, 127.81E	109	3461
76	2075-07-20	MC-02	33.12N, 178.27W	128	7052
52	2069-04-18	MC-09	25.03N, 104.90W	196	2324
17	2058-03-11	MC-13	17.54N, 79.44E	70	1138
10	2055-10-24	MC-26	43.17S, 34.18W	27	24621
32	2063-06-20	MC-17	28.43S, 117.24W	39	8255
4	2052-07-08	MC-26	35.19S, 33.04W	147	19313
91	2074-06-01	MC-01	71.51N, 144.70W	80	1010
28	2061-09-30	MC-30	74.88S, 87.81W	88	15700
55	2072-12-01	MC-07	55.80N, 166.72E	157	1788
27	2061-12-17	MC-30	72.59S, 78.26E	109	1788
56	2072-06-30	MC-25	53.37S, 88.73W	30	50510
15	2055-04-07	MC-24	43.69S, 155.40W	264	11382
72	2075-10-19	MC-17	25.67S, 123.84W	572	6409
55	2069-08-29	MC-07	49.96N, 128.41E	212	15109
45	2066-04-06	MC-21	7.04S, 49.17E	120	1526
18	2057-12-14	MC-29	46.15S, 156.53E	109	3313
73	2073-04-26	MC-25	60.88S, 63.36W	133	7752
100	2074-11-15	MC-24	54.86S, 142.05W	80	1788
76	2076-03-01	MC-07	61.42N, 168.57E	15	5436
85	2071-12-08	MC-14	5.82N, 100.58E	52	1656
18	2058-07-27	MC-29	45.09S, 155.85E	54	6618
18	2060-01-18	MC-23	7.87S, 149.59E	241	6409
87	2072-02-06	MC-19	21.36S, 9.77W	75	5076
75	2074-08-18	MC-28	57.49S, 111.29E	344	101649
55	2072-09-14	MC-14	16.96N, 129.19E	75	5076
46	2068-04-13	MC-24	58.43S, 124.80W	61	33322
86	2074-03-14	MC-07	52.42N, 122.01E	241	4902
72	2073-04-01	MC-24	44.82S, 125.04W	22	45837
73	2072-08-25	MC-30	82.16S, 71.13W	137	7512
